EVENT_ID,STATE,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_NAME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS
9985808,COLORADO,1991,June,Thunderstorm Wind,C,BOULDER,0,0,0,0,0,0
9985809,COLORADO,1991,June,Thunderstorm Wind,C,BOULDER,0,0,0,0,0,0
9985810,COLORADO,1991,June,Hail,C,JEFFERSON,0,0,0,0,0,0
9985811,COLORADO,1991,June,Hail,C,ADAMS,0,0,0,0,0,0
9985812,COLORADO,1991,June,Hail,C,LINCOLN,0,0,0,0,0,0
9985813,COLORADO,1991,June,Thunderstorm Wind,C,ARAPAHOE,0,0,0,0,0,0
9985814,COLORADO,1991,June,Tornado,C,WELD,0,0,0,0,0K,0
9985815,COLORADO,1991,June,Tornado,C,WELD,0,0,0,0,0K,0
9986964,COLORADO,1991,June,Tornado,C,WELD,0,0,0,0,0K,0
9986965,COLORADO,1991,June,Tornado,C,WELD,0,0,0,0,250K,0
9986966,COLORADO,1991,June,Hail,C,WELD,0,0,0,0,0,0
9986967,COLORADO,1991,June,Thunderstorm Wind,C,KIT CARSON,0,0,0,0,0,0
9986968,COLORADO,1991,June,Hail,C,MORGAN,0,0,0,0,0,0
9986969,COLORADO,1991,June,Hail,C,PROWERS,0,0,0,0,0,0
9986970,COLORADO,1991,June,Tornado,C,LOGAN,0,0,0,0,0K,0
9986971,COLORADO,1991,June,Hail,C,PROWERS,0,0,0,0,0,0
9986972,COLORADO,1991,June,Tornado,C,WASHINGTON,0,0,0,0,0K,0
9986973,COLORADO,1991,June,Hail,C,LOGAN,0,0,0,0,0,0
9986974,COLORADO,1991,June,Tornado,C,WASHINGTON,0,0,0,0,0K,0
9986975,COLORADO,1991,June,Hail,C,WASHINGTON,0,0,0,0,0,0
9986976,COLORADO,1991,July,Hail,C,BENT,0,0,0,0,0,0
9986977,COLORADO,1991,July,Thunderstorm Wind,C,BACA,0,0,0,0,0,0
9986978,COLORADO,1991,July,Thunderstorm Wind,C,BACA,0,0,0,0,0,0
9986979,COLORADO,1991,July,Hail,C,TELLER,0,0,0,0,0,0
9986980,COLORADO,1991,July,Hail,C,EL PASO,0,0,0,0,0,0
9986981,COLORADO,1991,July,Hail,C,EL PASO,0,0,0,0,0,0
9986983,COLORADO,1991,July,Hail,C,LINCOLN,0,0,0,0,0,0
9986984,COLORADO,1991,July,Hail,C,LINCOLN,0,0,0,0,0,0
9986956,COLORADO,1991,June,Hail,C,JEFFERSON,0,0,0,0,0,0
9986957,COLORADO,1991,June,Tornado,C,EL PASO,0,0,0,0,0K,0
9986958,COLORADO,1991,June,Hail,C,ELBERT,0,0,0,0,0,0
9986959,COLORADO,1991,June,Tornado,C,EL PASO,0,0,0,0,0K,0
9986960,COLORADO,1991,June,Tornado,C,EL PASO,0,0,0,0,0K,0
9986961,COLORADO,1991,June,Tornado,C,EL PASO,0,0,0,0,0K,0
9986962,COLORADO,1991,June,Hail,C,BOULDER,0,0,0,0,0,0
9986963,COLORADO,1991,June,Tornado,C,LARIMER,0,0,0,0,0K,0
9985807,COLORADO,1991,June,Hail,C,JEFFERSON,0,0,0,0,0,0
9986955,COLORADO,1991,June,Hail,C,JEFFERSON,0,0,0,0,0,0
9982711,ALABAMA,1991,April,Thunderstorm Wind,C,DEKALB,0,0,0,0,0,0
9986949,COLORADO,1991,June,Hail,C,JEFFERSON,0,0,0,0,0,0
9991098,ARKANSAS,1991,April,Thunderstorm Wind,C,UNION,0,0,0,0,0,0
9990220,CALIFORNIA,1991,March,Hail,C,MADERA,0,0,0,0,0,0
9983786,ALABAMA,1991,April,Hail,C,RUSSELL,0,0,0,0,0,0
10034545,KANSAS,1991,April,Hail,C,MARION,0,0,0,0,0,0
10049442,MINNESOTA,1991,May,Tornado,C,SHERBURNE,0,0,0,0,0K,0
10054181,MICHIGAN,1991,March,Hail,C,WEXFORD,0,0,0,0,0,0
10045755,LOUISIANA,1991,April,Hail,C,UNION,0,0,0,0,0,0
10043544,LOUISIANA,1991,March,Hail,C,JEFFERSON,0,0,0,0,0,0
10055299,MICHIGAN,1991,March,Thunderstorm Wind,C,ST. JOSEPH,0,0,0,0,0,0
10064392,MISSISSIPPI,1991,April,Hail,C,LINCOLN,0,0,0,0,0,0
10071056,MISSOURI,1991,August,Thunderstorm Wind,C,MADISON,0,0,0,0,0,0
10078976,NEBRASKA,1991,June,Thunderstorm Wind,C,HOLT,0,0,0,0,0,0
10034558,KANSAS,1991,April,Tornado,C,SUMNER,0,0,0,0,2.5K,0
10080772,NEW YORK,1991,June,Hail,C,HAMILTON,0,0,0,0,0,0
10080773,NEW YORK,1991,June,Thunderstorm Wind,C,CHAUTAUQUA,0,0,0,0,0,0
10080774,NEW YORK,1991,June,Thunderstorm Wind,C,ONONDAGA,0,0,0,0,0,0
10080775,NEW YORK,1991,June,Thunderstorm Wind,C,ONONDAGA,0,0,0,0,0,0
10080777,NEW YORK,1991,June,Thunderstorm Wind,C,CHENANGO,0,0,0,0,0,0
10080778,NEW YORK,1991,June,Thunderstorm Wind,C,SCHOHARIE,0,0,0,0,0,0
10080779,NEW YORK,1991,June,Thunderstorm Wind,C,CHENANGO,0,0,0,0,0,0
10080780,NEW YORK,1991,June,Thunderstorm Wind,C,CHENANGO,0,0,0,0,0,0
10080766,NEW YORK,1991,June,Thunderstorm Wind,C,WESTCHESTER,0,0,0,0,0,0
10080767,NEW YORK,1991,June,Thunderstorm Wind,C,WESTCHESTER,0,0,0,0,0,0
10080768,NEW YORK,1991,June,Thunderstorm Wind,C,WESTCHESTER,2,0,1,0,0,0
10080769,NEW YORK,1991,June,Thunderstorm Wind,C,ROCKLAND,0,0,0,0,0,0
10080770,NEW YORK,1991,June,Thunderstorm Wind,C,WESTCHESTER,1,0,0,0,0,0
10080771,NEW YORK,1991,June,Thunderstorm Wind,C,WESTCHESTER,0,0,0,0,0,0
10080781,NEW YORK,1991,June,Thunderstorm Wind,C,CHENANGO,0,0,0,0,0,0
10080782,NEW YORK,1991,June,Thunderstorm Wind,C,OTSEGO,0,0,0,0,0,0
10080783,NEW YORK,1991,June,Thunderstorm Wind,C,OTSEGO,0,0,0,0,0,0
10080784,NEW YORK,1991,June,Thunderstorm Wind,C,SCHOHARIE,0,0,0,0,0,0
10080785,NEW YORK,1991,June,Thunderstorm Wind,C,WARREN,0,0,0,0,0,0
10080786,NEW YORK,1991,June,Thunderstorm Wind,C,WASHINGTON,0,0,0,0,0,0
10080787,NEW YORK,1991,June,Thunderstorm Wind,C,WASHINGTON,0,0,0,0,0,0
10080763,NEW YORK,1991,June,Thunderstorm Wind,C,ORANGE,0,0,0,0,0,0
10080764,NEW YORK,1991,June,Tornado,C,WESTCHESTER,0,0,1,0,25K,0
10080765,NEW YORK,1991,June,Thunderstorm Wind,C,WESTCHESTER,0,0,0,0,0,0
10035679,KANSAS,1991,May,Hail,C,THOMAS,0,0,0,0,0,0
10035680,KANSAS,1991,May,Hail,C,RAWLINS,0,0,0,0,0,0
10035681,KANSAS,1991,May,Hail,C,RAWLINS,0,0,0,0,0,0
10035682,KANSAS,1991,May,Hail,C,ALLEN,0,0,0,0,0,0
10035683,KANSAS,1991,May,Thunderstorm Wind,C,BOURBON,0,0,0,0,0,0
10035684,KANSAS,1991,May,Hail,C,BOURBON,0,0,0,0,0,0
10035685,KANSAS,1991,May,Hail,C,JOHNSON,0,0,0,0,0,0
10035686,KANSAS,1991,May,Thunderstorm Wind,C,CLAY,0,0,0,0,0,0
10035687,KANSAS,1991,May,Hail,C,CLAY,0,0,0,0,0,0
10035688,KANSAS,1991,May,Hail,C,WASHINGTON,0,0,0,0,0,0
10035689,KANSAS,1991,May,Hail,C,CLAY,0,0,0,0,0,0
10035690,KANSAS,1991,May,Hail,C,MARSHALL,0,0,0,0,0,0
10035691,KANSAS,1991,May,Hail,C,NEMAHA,0,0,0,0,0,0
10035692,KANSAS,1991,May,Hail,C,NEMAHA,0,0,0,0,0,0
10035693,KANSAS,1991,May,Hail,C,BROWN,0,0,0,0,0,0
10035694,KANSAS,1991,May,Hail,C,POTTAWATOMIE,0,0,0,0,0,0
10035695,KANSAS,1991,May,Hail,C,POTTAWATOMIE,0,0,0,0,0,0
10035696,KANSAS,1991,May,Hail,C,JACKSON,0,0,0,0,0,0
10062382,MISSISSIPPI,1991,February,Hail,C,LOWNDES,0,0,0,0,0,0
10046888,LOUISIANA,1991,April,Hail,C,BOSSIER,0,0,0,0,0,0
10050644,MINNESOTA,1991,July,Tornado,C,CROW WING,3,0,0,0,2.5M,0
10034585,KANSAS,1991,April,Tornado,C,SEDGWICK,0,0,0,0,2.5K,0
10061306,MISSISSIPPI,1991,May,Thunderstorm Wind,C,HUMPHREYS,0,0,0,0,0,0
10055341,MICHIGAN,1991,April,Hail,C,CALHOUN,0,0,0,0,0,0
10080827,NEW YORK,1991,July,Thunderstorm Wind,C,ONONDAGA,0,0,0,0,0,0
10080828,NEW YORK,1991,July,Thunderstorm Wind,C,MADISON,0,0,0,0,0,0
10080829,NEW YORK,1991,July,Thunderstorm Wind,C,BROOME,0,0,0,0,0,0
10038278,MASSACHUSETTS,1991,May,Thunderstorm Wind,C,BERKSHIRE,0,0,0,0,0,0
10080789,NEW YORK,1991,June,Thunderstorm Wind,C,ORANGE,0,0,0,0,0,0
10080790,NEW YORK,1991,June,Thunderstorm Wind,C,ORANGE,0,0,0,0,0,0
10080791,NEW YORK,1991,June,Thunderstorm Wind,C,ORANGE,0,0,0,0,0,0
10080792,NEW YORK,1991,June,Thunderstorm Wind,C,DUTCHESS,0,0,0,0,0,0
10080793,NEW YORK,1991,June,Thunderstorm Wind,C,DUTCHESS,0,0,0,0,0,0
10080794,NEW YORK,1991,June,Thunderstorm Wind,C,DUTCHESS,0,0,0,0,0,0
10080795,NEW YORK,1991,June,Thunderstorm Wind,C,PUTNAM,0,0,0,0,0,0
10080805,NEW YORK,1991,July,Hail,C,MADISON,0,0,0,0,0,0
10080806,NEW YORK,1991,July,Thunderstorm Wind,C,CATTARAUGUS,0,0,0,0,0,0
10080807,NEW YORK,1991,July,Thunderstorm Wind,C,DELAWARE,0,0,0,0,0,0
10080808,NEW YORK,1991,July,Thunderstorm Wind,C,SCHOHARIE,0,0,0,0,0,0
10080809,NEW YORK,1991,July,Thunderstorm Wind,C,GREENE,0,0,0,0,0,0
10080810,NEW YORK,1991,July,Thunderstorm Wind,C,COLUMBIA,0,0,0,0,0,0
10080811,NEW YORK,1991,July,Thunderstorm Wind,C,CHAUTAUQUA,0,0,0,0,0,0
10080812,NEW YORK,1991,July,Thunderstorm Wind,C,CHAUTAUQUA,0,0,0,0,0,0
10080813,NEW YORK,1991,July,Thunderstorm Wind,C,CATTARAUGUS,0,0,0,0,0,0
10080814,NEW YORK,1991,July,Thunderstorm Wind,C,ERIE,0,0,0,0,0,0
10080815,NEW YORK,1991,July,Thunderstorm Wind,C,WYOMING,0,0,0,0,0,0
10080816,NEW YORK,1991,July,Thunderstorm Wind,C,MADISON,0,0,0,0,0,0
10080817,NEW YORK,1991,July,Thunderstorm Wind,C,HERKIMER,0,0,0,0,0,0
10080818,NEW YORK,1991,July,Thunderstorm Wind,C,ONTARIO,0,0,0,0,0,0
10080819,NEW YORK,1991,July,Thunderstorm Wind,C,SENECA,0,0,0,0,0,0
10080820,NEW YORK,1991,July,Thunderstorm Wind,C,WAYNE,0,0,0,0,0,0
10080821,NEW YORK,1991,July,Thunderstorm Wind,C,CAYUGA,0,0,0,0,0,0
10080822,NEW YORK,1991,July,Thunderstorm Wind,C,ALLEGANY,0,0,0,0,0,0
10080823,NEW YORK,1991,July,Thunderstorm Wind,C,CAYUGA,0,0,0,0,0,0
10080824,NEW YORK,1991,July,Thunderstorm Wind,C,ONONDAGA,0,0,0,0,0,0
10080825,NEW YORK,1991,July,Thunderstorm Wind,C,TOMPKINS,0,0,0,0,0,0
10080826,NEW YORK,1991,July,Thunderstorm Wind,C,SARATOGA,0,0,0,0,0,0
10080796,NEW YORK,1991,June,Thunderstorm Wind,C,ORANGE,0,0,0,0,0,0
10080797,NEW YORK,1991,June,Thunderstorm Wind,C,ROCKLAND,0,0,0,0,0,0
10080798,NEW YORK,1991,June,Thunderstorm Wind,C,WESTCHESTER,0,0,0,0,0,0
10080799,NEW YORK,1991,July,Thunderstorm Wind,C,CAYUGA,0,0,0,0,0,0
10080800,NEW YORK,1991,July,Thunderstorm Wind,C,ROCKLAND,0,0,0,0,0,0
10080801,NEW YORK,1991,July,Thunderstorm Wind,C,ORANGE,0,0,0,0,0,0
10080803,NEW YORK,1991,July,Thunderstorm Wind,C,ERIE,0,0,0,0,0,0
10080804,NEW YORK,1991,July,Thunderstorm Wind,C,CHAUTAUQUA,0,0,0,0,0,0
10041428,MARYLAND,1991,May,Thunderstorm Wind,C,BALTIMORE,0,0,0,0,0,0
10071104,MISSOURI,1991,October,Hail,C,DOUGLAS,0,0,0,0,0,0
10044639,LOUISIANA,1991,April,Hail,C,WEBSTER,0,0,0,0,0,0
10037952,KANSAS,1991,May,Tornado,C,BARTON,0,0,0,0,0K,0
10073282,MISSOURI,1991,May,Hail,C,DENT,0,0,0,0,0,0
10075057,NEW YORK,1991,June,Thunderstorm Wind,C,SULLIVAN,0,0,0,0,0,0
10069970,MISSOURI,1991,July,Hail,C,WARREN,0,0,0,0,0,0
10072156,MISSOURI,1991,April,Hail,C,JASPER,0,0,0,0,0,0
10102191,OKLAHOMA,1991,August,Thunderstorm Wind,C,KAY,0,0,0,0,0,0
10104619,OKLAHOMA,1991,May,Hail,C,TEXAS,0,0,0,0,0,0
10104646,OKLAHOMA,1991,May,Hail,C,OSAGE,0,0,0,0,0,0
10110080,SOUTH CAROLINA,1991,March,Thunderstorm Wind,C,ANDERSON,0,0,0,0,0,0
10086683,NORTH DAKOTA,1991,June,Hail,C,WILLIAMS,0,0,0,0,0,0
10104899,OREGON,1991,July,Hail,C,MULTNOMAH,0,0,0,0,0,0
10017393,INDIANA,1991,July,Hail,C,JASPER,0,0,0,0,0,0
10117537,PENNSYLVANIA,1991,July,Thunderstorm Wind,C,BUTLER,0,0,0,0,0,0
10101207,OKLAHOMA,1991,April,Hail,C,GARFIELD,0,0,0,0,0,0
10117323,PENNSYLVANIA,1991,July,Thunderstorm Wind,C,MCKEAN,0,0,0,0,0,0
10103397,OKLAHOMA,1991,September,Hail,C,MARSHALL,0,0,0,0,0,0
10085583,NORTH DAKOTA,1991,June,Thunderstorm Wind,C,MCINTOSH,0,0,0,0,0,0
10000179,FLORIDA,1991,March,Thunderstorm Wind,C,PASCO,0,0,0,0,0,0
10005867,ILLINOIS,1991,May,Thunderstorm Wind,C,LA SALLE,0,0,0,0,0,0
10104730,OKLAHOMA,1991,May,Hail,C,GARFIELD,0,0,0,0,0,0
9998011,FLORIDA,1991,June,Tornado,C,COLLIER,0,0,0,0,2.5K,0
9999109,FLORIDA,1991,July,Hail,C,POLK,0,0,0,0,0,0
10120645,TENNESSEE,1991,April,Thunderstorm Wind,C,OVERTON,0,0,0,0,0,0
10081129,NEBRASKA,1991,April,Hail,C,PHELPS,0,0,0,0,0,0
10025765,IOWA,1991,November,Thunderstorm Wind,C,SCOTT,2,0,0,0,0,0
10103251,OKLAHOMA,1991,April,Hail,C,GRADY,0,0,0,0,0,0
10089627,NORTH CAROLINA,1991,April,Thunderstorm Wind,C,CABARRUS,0,0,0,0,0,0
10124442,SOUTH DAKOTA,1991,June,Hail,C,FALL RIVER,0,0,0,0,0,0
10009344,GEORGIA,1991,April,Thunderstorm Wind,C,NEWTON,0,0,0,0,0,0
10051956,MICHIGAN,1991,May,Thunderstorm Wind,C,WAYNE,0,0,0,0,0,0
9991037,ARKANSAS,1991,March,Thunderstorm Wind,C,FULTON,0,0,0,0,0,0
10103490,OKLAHOMA,1991,May,Thunderstorm Wind,C,MCCURTAIN,0,0,0,0,0,0
10103516,OKLAHOMA,1991,May,Hail,C,TULSA,0,0,0,0,0,0
10078962,NEBRASKA,1991,June,Tornado,C,FRANKLIN,0,0,0,0,2.5K,0
10101983,OKLAHOMA,1991,March,Hail,C,JEFFERSON,0,0,0,0,0,0
10036997,KANSAS,1991,September,Hail,C,MARSHALL,0,0,0,0,0,0
10043522,LOUISIANA,1991,February,Thunderstorm Wind,C,CALDWELL,0,0,0,0,0,0
10077860,NEW MEXICO,1991,May,Hail,C,QUAY,0,0,0,0,0,0
10004783,ILLINOIS,1991,May,Tornado,C,PIATT,0,0,0,0,0K,0
10104304,OKLAHOMA,1991,April,Hail,C,BLAINE,0,0,0,0,0,0
10061741,MISSISSIPPI,1991,March,Hail,C,KEMPER,0,0,0,0,0,0
10061773,MISSISSIPPI,1991,April,Hail,C,JONES,0,0,0,0,0,0
10097394,OHIO,1991,April,Hail,C,COSHOCTON,0,0,0,0,0,0
10115554,PENNSYLVANIA,1991,June,Thunderstorm Wind,C,POTTER,0,0,0,0,0,0
10053610,MICHIGAN,1991,August,Tornado,C,SHIAWASSEE,0,0,0,0,0K,0
10100868,OKLAHOMA,1991,March,Hail,C,TULSA,0,0,0,0,0,0
10030613,KENTUCKY,1991,March,Thunderstorm Wind,C,SHELBY,0,0,0,0,0,0
9993320,ARKANSAS,1991,April,Thunderstorm Wind,C,UNION,0,0,0,0,0,0
9992172,ARKANSAS,1991,April,Thunderstorm Wind,C,HEMPSTEAD,0,0,0,0,0,0
10096282,OHIO,1991,March,Thunderstorm Wind,C,SENECA,0,0,0,0,0,0
10101934,OKLAHOMA,1991,October,Hail,C,LE FLORE,0,0,0,0,0,0
10118714,TENNESSEE,1991,March,Thunderstorm Wind,C,PUTNAM,2,0,0,0,0,0
10125084,SOUTH DAKOTA,1991,May,Hail,C,HANSON,0,0,0,0,0,0
10116434,PENNSYLVANIA,1991,July,Thunderstorm Wind,C,MERCER,0,0,0,0,0,0
10104273,OKLAHOMA,1991,April,Hail,C,GARFIELD,0,0,0,0,0,0
10008581,IDAHO,1991,September,Hail,C,OWYHEE,0,0,0,0,0,0
10008313,GEORGIA,1991,July,Thunderstorm Wind,C,DOOLY,0,0,0,0,0,0
10036841,KANSAS,1991,May,Hail,C,ROOKS,0,0,0,0,0,0
10036802,KANSAS,1991,May,Hail,C,OSAGE,0,0,0,0,0,0
10077623,NEW YORK,1991,August,Thunderstorm Wind,C,COLUMBIA,0,0,0,0,0,0
10073214,MISSOURI,1991,March,Thunderstorm Wind,C,CHARITON,0,0,0,0,0,0
10073231,MISSOURI,1991,March,Hail,C,CHRISTIAN,0,0,0,0,0,0
10037991,KANSAS,1991,May,Thunderstorm Wind,C,FORD,0,0,0,0,0,0
10027469,IOWA,1991,April,Thunderstorm Wind,C,DUBUQUE,0,0,0,0,0,0
10000234,FLORIDA,1991,August,Tornado,C,ST. JOHNS,0,0,0,0,.25K,0
10003954,ILLINOIS,1991,October,Thunderstorm Wind,C,MASON,0,0,0,0,0,0
10009418,GEORGIA,1991,August,Thunderstorm Wind,C,DE KALB,0,0,0,0,0,0
10025275,IOWA,1991,June,Thunderstorm Wind,C,CERRO GORDO,0,0,0,0,0,0
10140726,TEXAS,1991,May,Hail,C,UVALDE,0,0,0,0,0,0
10140518,TEXAS,1991,April,Hail,C,FAYETTE,0,0,0,0,0,0
10140698,TEXAS,1991,April,Hail,C,ANDERSON,0,0,0,0,0,0
10140772,TEXAS,1991,April,Hail,C,DALLAS,0,0,0,0,0,0
